Date,Country/Region,Province/State,Confirmed,Recovered,Deaths
3/27/2020,Canada,Grand Princess,13,,0
3/28/2020,Canada,Grand Princess,13,,0
3/29/2020,Canada,Grand Princess,13,,0
3/30/2020,Canada,Grand Princess,13,,0
3/31/2020,Canada,Grand Princess,13,,0
4/1/2020,Canada,Grand Princess,13,,0
1/22/2020,Canada,Manitoba,0,,0
1/23/2020,Canada,Manitoba,0,,0
1/24/2020,Canada,Manitoba,0,,0
1/25/2020,Canada,Manitoba,0,,0
1/26/2020,Canada,Manitoba,0,,0
1/27/2020,Canada,Manitoba,0,,0
1/28/2020,Canada,Manitoba,0,,0
1/29/2020,Canada,Manitoba,0,,0
1/30/2020,Canada,Manitoba,0,,0
1/31/2020,Canada,Manitoba,0,,0
2/1/2020,Canada,Manitoba,0,,0
2/2/2020,Canada,Manitoba,0,,0
2/3/2020,Canada,Manitoba,0,,0
2/4/2020,Canada,Manitoba,0,,0
2/5/2020,Canada,Manitoba,0,,0
2/6/2020,Canada,Manitoba,0,,0
2/7/2020,Canada,Manitoba,0,,0
2/8/2020,Canada,Manitoba,0,,0
2/9/2020,Canada,Manitoba,0,,0
2/10/2020,Canada,Manitoba,0,,0
2/11/2020,Canada,Manitoba,0,,0
2/12/2020,Canada,Manitoba,0,,0
2/13/2020,Canada,Manitoba,0,,0
2/14/2020,Canada,Manitoba,0,,0
2/15/2020,Canada,Manitoba,0,,0
2/16/2020,Canada,Manitoba,0,,0
2/17/2020,Canada,Manitoba,0,,0
2/18/2020,Canada,Manitoba,0,,0
2/19/2020,Canada,Manitoba,0,,0
2/20/2020,Canada,Manitoba,0,,0
2/21/2020,Canada,Manitoba,0,,0
2/22/2020,Canada,Manitoba,0,,0
2/23/2020,Canada,Manitoba,0,,0
2/24/2020,Canada,Manitoba,0,,0
2/25/2020,Canada,Manitoba,0,,0
2/26/2020,Canada,Manitoba,0,,0
2/27/2020,Canada,Manitoba,0,,0
2/28/2020,Canada,Manitoba,0,,0
2/29/2020,Canada,Manitoba,0,,0
3/1/2020,Canada,Manitoba,0,,0
3/2/2020,Canada,Manitoba,0,,0
3/3/2020,Canada,Manitoba,0,,0
3/4/2020,Canada,Manitoba,0,,0
3/5/2020,Canada,Manitoba,0,,0
3/6/2020,Canada,Manitoba,0,,0
3/7/2020,Canada,Manitoba,0,,0
3/8/2020,Canada,Manitoba,0,,0
3/9/2020,Canada,Manitoba,0,,0
3/10/2020,Canada,Manitoba,0,,0
3/11/2020,Canada,Manitoba,0,,0
3/12/2020,Canada,Manitoba,0,,0
3/13/2020,Canada,Manitoba,4,,0
3/14/2020,Canada,Manitoba,4,,0
3/15/2020,Canada,Manitoba,4,,0
3/16/2020,Canada,Manitoba,7,,0
3/17/2020,Canada,Manitoba,8,,0
3/18/2020,Canada,Manitoba,15,,0
3/19/2020,Canada,Manitoba,17,,0
3/20/2020,Canada,Manitoba,17,,0
3/21/2020,Canada,Manitoba,18,,0
3/22/2020,Canada,Manitoba,20,,0
3/23/2020,Canada,Manitoba,20,,0
3/24/2020,Canada,Manitoba,21,,0
3/25/2020,Canada,Manitoba,35,,0
3/26/2020,Canada,Manitoba,36,,0
3/27/2020,Canada,Manitoba,39,,1
3/28/2020,Canada,Manitoba,64,,1
3/29/2020,Canada,Manitoba,72,,1
3/30/2020,Canada,Manitoba,96,,1
3/31/2020,Canada,Manitoba,103,,1
4/1/2020,Canada,Manitoba,127,,1
1/22/2020,Canada,New Brunswick,0,,0
1/23/2020,Canada,New Brunswick,0,,0
1/24/2020,Canada,New Brunswick,0,,0
1/25/2020,Canada,New Brunswick,0,,0
1/26/2020,Canada,New Brunswick,0,,0
1/27/2020,Canada,New Brunswick,0,,0
1/28/2020,Canada,New Brunswick,0,,0
1/29/2020,Canada,New Brunswick,0,,0
1/30/2020,Canada,New Brunswick,0,,0
1/31/2020,Canada,New Brunswick,0,,0
2/1/2020,Canada,New Brunswick,0,,0
2/2/2020,Canada,New Brunswick,0,,0
2/3/2020,Canada,New Brunswick,0,,0
2/4/2020,Canada,New Brunswick,0,,0
2/5/2020,Canada,New Brunswick,0,,0
2/6/2020,Canada,New Brunswick,0,,0
2/7/2020,Canada,New Brunswick,0,,0
2/8/2020,Canada,New Brunswick,0,,0
2/9/2020,Canada,New Brunswick,0,,0
2/10/2020,Canada,New Brunswick,0,,0
2/11/2020,Canada,New Brunswick,0,,0
2/12/2020,Canada,New Brunswick,0,,0
2/13/2020,Canada,New Brunswick,0,,0
2/14/2020,Canada,New Brunswick,0,,0
2/15/2020,Canada,New Brunswick,0,,0
2/16/2020,Canada,New Brunswick,0,,0
2/17/2020,Canada,New Brunswick,0,,0
2/18/2020,Canada,New Brunswick,0,,0
2/19/2020,Canada,New Brunswick,0,,0
2/20/2020,Canada,New Brunswick,0,,0
2/21/2020,Canada,New Brunswick,0,,0
2/22/2020,Canada,New Brunswick,0,,0
2/23/2020,Canada,New Brunswick,0,,0
2/24/2020,Canada,New Brunswick,0,,0
2/25/2020,Canada,New Brunswick,0,,0
2/26/2020,Canada,New Brunswick,0,,0
2/27/2020,Canada,New Brunswick,0,,0
2/28/2020,Canada,New Brunswick,0,,0
2/29/2020,Canada,New Brunswick,0,,0
3/1/2020,Canada,New Brunswick,0,,0
3/2/2020,Canada,New Brunswick,0,,0
3/3/2020,Canada,New Brunswick,0,,0
3/4/2020,Canada,New Brunswick,0,,0
3/5/2020,Canada,New Brunswick,0,,0
3/6/2020,Canada,New Brunswick,0,,0
3/7/2020,Canada,New Brunswick,0,,0
3/8/2020,Canada,New Brunswick,0,,0
3/9/2020,Canada,New Brunswick,0,,0
3/10/2020,Canada,New Brunswick,0,,0
3/11/2020,Canada,New Brunswick,1,,0
3/12/2020,Canada,New Brunswick,1,,0
3/13/2020,Canada,New Brunswick,1,,0
3/14/2020,Canada,New Brunswick,1,,0
3/15/2020,Canada,New Brunswick,2,,0
3/16/2020,Canada,New Brunswick,6,,0
3/17/2020,Canada,New Brunswick,8,,0
3/18/2020,Canada,New Brunswick,11,,0
3/19/2020,Canada,New Brunswick,11,,0
3/20/2020,Canada,New Brunswick,11,,0
3/21/2020,Canada,New Brunswick,17,,0
3/22/2020,Canada,New Brunswick,17,,0
3/23/2020,Canada,New Brunswick,17,,0
3/24/2020,Canada,New Brunswick,18,,0
3/25/2020,Canada,New Brunswick,18,,0
3/26/2020,Canada,New Brunswick,33,,0
3/27/2020,Canada,New Brunswick,45,,0
3/28/2020,Canada,New Brunswick,51,,0
3/29/2020,Canada,New Brunswick,66,,0
3/30/2020,Canada,New Brunswick,68,,0
3/31/2020,Canada,New Brunswick,70,,0
4/1/2020,Canada,New Brunswick,81,,0
1/22/2020,Canada,Newfoundland and Labrador,0,,0
1/23/2020,Canada,Newfoundland and Labrador,0,,0
1/24/2020,Canada,Newfoundland and Labrador,0,,0
1/25/2020,Canada,Newfoundland and Labrador,0,,0
1/26/2020,Canada,Newfoundland and Labrador,0,,0
1/27/2020,Canada,Newfoundland and Labrador,0,,0
1/28/2020,Canada,Newfoundland and Labrador,0,,0
1/29/2020,Canada,Newfoundland and Labrador,0,,0
1/30/2020,Canada,Newfoundland and Labrador,0,,0
1/31/2020,Canada,Newfoundland and Labrador,0,,0
2/1/2020,Canada,Newfoundland and Labrador,0,,0
2/2/2020,Canada,Newfoundland and Labrador,0,,0
2/3/2020,Canada,Newfoundland and Labrador,0,,0
2/4/2020,Canada,Newfoundland and Labrador,0,,0
2/5/2020,Canada,Newfoundland and Labrador,0,,0
2/6/2020,Canada,Newfoundland and Labrador,0,,0
2/7/2020,Canada,Newfoundland and Labrador,0,,0
2/8/2020,Canada,Newfoundland and Labrador,0,,0
2/9/2020,Canada,Newfoundland and Labrador,0,,0
2/10/2020,Canada,Newfoundland and Labrador,0,,0
2/11/2020,Canada,Newfoundland and Labrador,0,,0
2/12/2020,Canada,Newfoundland and Labrador,0,,0
2/13/2020,Canada,Newfoundland and Labrador,0,,0
2/14/2020,Canada,Newfoundland and Labrador,0,,0
2/15/2020,Canada,Newfoundland and Labrador,0,,0
2/16/2020,Canada,Newfoundland and Labrador,0,,0
2/17/2020,Canada,Newfoundland and Labrador,0,,0
2/18/2020,Canada,Newfoundland and Labrador,0,,0
2/19/2020,Canada,Newfoundland and Labrador,0,,0
2/20/2020,Canada,Newfoundland and Labrador,0,,0
2/21/2020,Canada,Newfoundland and Labrador,0,,0
2/22/2020,Canada,Newfoundland and Labrador,0,,0
2/23/2020,Canada,Newfoundland and Labrador,0,,0
2/24/2020,Canada,Newfoundland and Labrador,0,,0
2/25/2020,Canada,Newfoundland and Labrador,0,,0
2/26/2020,Canada,Newfoundland and Labrador,0,,0
2/27/2020,Canada,Newfoundland and Labrador,0,,0
2/28/2020,Canada,Newfoundland and Labrador,0,,0
2/29/2020,Canada,Newfoundland and Labrador,0,,0
3/1/2020,Canada,Newfoundland and Labrador,0,,0
3/2/2020,Canada,Newfoundland and Labrador,0,,0
3/3/2020,Canada,Newfoundland and Labrador,0,,0
3/4/2020,Canada,Newfoundland and Labrador,0,,0
3/5/2020,Canada,Newfoundland and Labrador,0,,0
3/6/2020,Canada,Newfoundland and Labrador,0,,0
3/7/2020,Canada,Newfoundland and Labrador,0,,0
3/8/2020,Canada,Newfoundland and Labrador,0,,0
3/9/2020,Canada,Newfoundland and Labrador,0,,0
3/10/2020,Canada,Newfoundland and Labrador,0,,0
3/11/2020,Canada,Newfoundland and Labrador,0,,0
3/12/2020,Canada,Newfoundland and Labrador,0,,0
3/13/2020,Canada,Newfoundland and Labrador,0,,0
3/14/2020,Canada,Newfoundland and Labrador,0,,0
3/15/2020,Canada,Newfoundland and Labrador,1,,0
3/16/2020,Canada,Newfoundland and Labrador,1,,0
3/17/2020,Canada,Newfoundland and Labrador,3,,0
3/18/2020,Canada,Newfoundland and Labrador,3,,0
3/19/2020,Canada,Newfoundland and Labrador,3,,0
3/20/2020,Canada,Newfoundland and Labrador,4,,0
3/21/2020,Canada,Newfoundland and Labrador,6,,0
3/22/2020,Canada,Newfoundland and Labrador,9,,0
3/23/2020,Canada,Newfoundland and Labrador,24,,0
3/24/2020,Canada,Newfoundland and Labrador,35,,0
3/25/2020,Canada,Newfoundland and Labrador,35,,0
3/26/2020,Canada,Newfoundland and Labrador,82,,0
3/27/2020,Canada,Newfoundland and Labrador,102,,0
3/28/2020,Canada,Newfoundland and Labrador,120,,0
3/29/2020,Canada,Newfoundland and Labrador,135,,0
3/30/2020,Canada,Newfoundland and Labrador,148,,1
3/31/2020,Canada,Newfoundland and Labrador,152,,1
4/1/2020,Canada,Newfoundland and Labrador,175,,1
1/22/2020,Canada,Northwest Territories,0,,0
1/23/2020,Canada,Northwest Territories,0,,0
1/24/2020,Canada,Northwest Territories,0,,0
1/25/2020,Canada,Northwest Territories,0,,0
1/26/2020,Canada,Northwest Territories,0,,0
1/27/2020,Canada,Northwest Territories,0,,0
1/28/2020,Canada,Northwest Territories,0,,0
1/29/2020,Canada,Northwest Territories,0,,0
1/30/2020,Canada,Northwest Territories,0,,0
1/31/2020,Canada,Northwest Territories,0,,0
2/1/2020,Canada,Northwest Territories,0,,0
2/2/2020,Canada,Northwest Territories,0,,0
2/3/2020,Canada,Northwest Territories,0,,0
2/4/2020,Canada,Northwest Territories,0,,0
2/5/2020,Canada,Northwest Territories,0,,0
2/6/2020,Canada,Northwest Territories,0,,0
2/7/2020,Canada,Northwest Territories,0,,0
2/8/2020,Canada,Northwest Territories,0,,0
2/9/2020,Canada,Northwest Territories,0,,0
2/10/2020,Canada,Northwest Territories,0,,0
2/11/2020,Canada,Northwest Territories,0,,0
2/12/2020,Canada,Northwest Territories,0,,0
2/13/2020,Canada,Northwest Territories,0,,0
2/14/2020,Canada,Northwest Territories,0,,0
2/15/2020,Canada,Northwest Territories,0,,0
2/16/2020,Canada,Northwest Territories,0,,0
2/17/2020,Canada,Northwest Territories,0,,0
2/18/2020,Canada,Northwest Territories,0,,0
2/19/2020,Canada,Northwest Territories,0,,0
2/20/2020,Canada,Northwest Territories,0,,0
2/21/2020,Canada,Northwest Territories,0,,0
2/22/2020,Canada,Northwest Territories,0,,0
2/23/2020,Canada,Northwest Territories,0,,0
2/24/2020,Canada,Northwest Territories,0,,0
2/25/2020,Canada,Northwest Territories,0,,0
2/26/2020,Canada,Northwest Territories,0,,0
2/27/2020,Canada,Northwest Territories,0,,0
2/28/2020,Canada,Northwest Territories,0,,0
2/29/2020,Canada,Northwest Territories,0,,0
3/1/2020,Canada,Northwest Territories,0,,0
3/2/2020,Canada,Northwest Territories,0,,0
3/3/2020,Canada,Northwest Territories,0,,0
3/4/2020,Canada,Northwest Territories,0,,0
3/5/2020,Canada,Northwest Territories,0,,0
3/6/2020,Canada,Northwest Territories,0,,0
3/7/2020,Canada,Northwest Territories,0,,0
3/8/2020,Canada,Northwest Territories,0,,0
3/9/2020,Canada,Northwest Territories,0,,0
3/10/2020,Canada,Northwest Territories,0,,0
3/11/2020,Canada,Northwest Territories,0,,0
3/12/2020,Canada,Northwest Territories,0,,0
3/13/2020,Canada,Northwest Territories,0,,0
3/14/2020,Canada,Northwest Territories,0,,0
3/15/2020,Canada,Northwest Territories,0,,0
3/16/2020,Canada,Northwest Territories,0,,0
3/17/2020,Canada,Northwest Territories,0,,0
3/18/2020,Canada,Northwest Territories,0,,0
3/19/2020,Canada,Northwest Territories,0,,0
3/20/2020,Canada,Northwest Territories,0,,0
3/21/2020,Canada,Northwest Territories,0,,0
3/22/2020,Canada,Northwest Territories,0,,0
3/23/2020,Canada,Northwest Territories,0,,0
3/24/2020,Canada,Northwest Territories,0,,0
3/25/2020,Canada,Northwest Territories,0,,0
3/26/2020,Canada,Northwest Territories,1,,0
3/27/2020,Canada,Northwest Territories,1,,0
3/28/2020,Canada,Northwest Territories,1,,0
3/29/2020,Canada,Northwest Territories,1,,0
3/30/2020,Canada,Northwest Territories,1,,0
3/31/2020,Canada,Northwest Territories,1,,0
4/1/2020,Canada,Northwest Territories,2,,0
1/22/2020,Canada,Nova Scotia,0,,0
1/23/2020,Canada,Nova Scotia,0,,0
1/24/2020,Canada,Nova Scotia,0,,0
1/25/2020,Canada,Nova Scotia,0,,0
1/26/2020,Canada,Nova Scotia,0,,0
1/27/2020,Canada,Nova Scotia,0,,0
1/28/2020,Canada,Nova Scotia,0,,0
1/29/2020,Canada,Nova Scotia,0,,0
1/30/2020,Canada,Nova Scotia,0,,0
1/31/2020,Canada,Nova Scotia,0,,0
2/1/2020,Canada,Nova Scotia,0,,0
2/2/2020,Canada,Nova Scotia,0,,0
2/3/2020,Canada,Nova Scotia,0,,0
2/4/2020,Canada,Nova Scotia,0,,0
2/5/2020,Canada,Nova Scotia,0,,0
2/6/2020,Canada,Nova Scotia,0,,0
2/7/2020,Canada,Nova Scotia,0,,0
2/8/2020,Canada,Nova Scotia,0,,0
2/9/2020,Canada,Nova Scotia,0,,0
2/10/2020,Canada,Nova Scotia,0,,0
2/11/2020,Canada,Nova Scotia,0,,0
2/12/2020,Canada,Nova Scotia,0,,0
2/13/2020,Canada,Nova Scotia,0,,0
2/14/2020,Canada,Nova Scotia,0,,0
2/15/2020,Canada,Nova Scotia,0,,0
2/16/2020,Canada,Nova Scotia,0,,0
2/17/2020,Canada,Nova Scotia,0,,0
2/18/2020,Canada,Nova Scotia,0,,0
2/19/2020,Canada,Nova Scotia,0,,0
2/20/2020,Canada,Nova Scotia,0,,0
2/21/2020,Canada,Nova Scotia,0,,0
2/22/2020,Canada,Nova Scotia,0,,0
2/23/2020,Canada,Nova Scotia,0,,0
2/24/2020,Canada,Nova Scotia,0,,0
2/25/2020,Canada,Nova Scotia,0,,0
2/26/2020,Canada,Nova Scotia,0,,0
2/27/2020,Canada,Nova Scotia,0,,0
2/28/2020,Canada,Nova Scotia,0,,0
2/29/2020,Canada,Nova Scotia,0,,0
3/1/2020,Canada,Nova Scotia,0,,0
3/2/2020,Canada,Nova Scotia,0,,0
3/3/2020,Canada,Nova Scotia,0,,0
3/4/2020,Canada,Nova Scotia,0,,0
3/5/2020,Canada,Nova Scotia,0,,0
3/6/2020,Canada,Nova Scotia,0,,0
3/7/2020,Canada,Nova Scotia,0,,0
3/8/2020,Canada,Nova Scotia,0,,0
3/9/2020,Canada,Nova Scotia,0,,0
3/10/2020,Canada,Nova Scotia,0,,0
3/11/2020,Canada,Nova Scotia,0,,0
3/12/2020,Canada,Nova Scotia,0,,0
3/13/2020,Canada,Nova Scotia,0,,0
3/14/2020,Canada,Nova Scotia,0,,0
3/15/2020,Canada,Nova Scotia,0,,0
3/16/2020,Canada,Nova Scotia,5,,0
3/17/2020,Canada,Nova Scotia,7,,0
3/18/2020,Canada,Nova Scotia,12,,0
3/19/2020,Canada,Nova Scotia,14,,0
3/20/2020,Canada,Nova Scotia,15,,0
3/21/2020,Canada,Nova Scotia,21,,0
3/22/2020,Canada,Nova Scotia,28,,0
3/23/2020,Canada,Nova Scotia,41,,0
3/24/2020,Canada,Nova Scotia,51,,0
3/25/2020,Canada,Nova Scotia,68,,0
3/26/2020,Canada,Nova Scotia,73,,0
3/27/2020,Canada,Nova Scotia,90,,0
3/28/2020,Canada,Nova Scotia,110,,0
3/29/2020,Canada,Nova Scotia,122,,0
3/30/2020,Canada,Nova Scotia,127,,0
3/31/2020,Canada,Nova Scotia,147,,0
4/1/2020,Canada,Nova Scotia,173,,0
1/22/2020,Canada,Ontario,0,,0
1/23/2020,Canada,Ontario,0,,0
1/24/2020,Canada,Ontario,0,,0
1/25/2020,Canada,Ontario,0,,0
1/26/2020,Canada,Ontario,1,,0
1/27/2020,Canada,Ontario,1,,0
1/28/2020,Canada,Ontario,1,,0
1/29/2020,Canada,Ontario,1,,0
1/30/2020,Canada,Ontario,1,,0
1/31/2020,Canada,Ontario,3,,0
2/1/2020,Canada,Ontario,3,,0
2/2/2020,Canada,Ontario,3,,0
2/3/2020,Canada,Ontario,3,,0
2/4/2020,Canada,Ontario,3,,0
2/5/2020,Canada,Ontario,3,,0
2/6/2020,Canada,Ontario,3,,0
2/7/2020,Canada,Ontario,3,,0
2/8/2020,Canada,Ontario,3,,0
2/9/2020,Canada,Ontario,3,,0
2/10/2020,Canada,Ontario,3,,0
2/11/2020,Canada,Ontario,3,,0
2/12/2020,Canada,Ontario,3,,0
2/13/2020,Canada,Ontario,3,,0
2/14/2020,Canada,Ontario,3,,0
2/15/2020,Canada,Ontario,3,,0
2/16/2020,Canada,Ontario,3,,0
2/17/2020,Canada,Ontario,3,,0
2/18/2020,Canada,Ontario,3,,0
2/19/2020,Canada,Ontario,3,,0
2/20/2020,Canada,Ontario,3,,0
2/21/2020,Canada,Ontario,3,,0
2/22/2020,Canada,Ontario,3,,0
2/23/2020,Canada,Ontario,3,,0
2/24/2020,Canada,Ontario,4,,0
2/25/2020,Canada,Ontario,4,,0
2/26/2020,Canada,Ontario,4,,0
2/27/2020,Canada,Ontario,6,,0
2/28/2020,Canada,Ontario,6,,0
2/29/2020,Canada,Ontario,11,,0
3/1/2020,Canada,Ontario,15,,0
3/2/2020,Canada,Ontario,18,,0
3/3/2020,Canada,Ontario,20,,0
3/4/2020,Canada,Ontario,20,,0
3/5/2020,Canada,Ontario,22,,0
3/6/2020,Canada,Ontario,25,,0
3/7/2020,Canada,Ontario,28,,0
3/8/2020,Canada,Ontario,29,,0
3/9/2020,Canada,Ontario,34,,0
3/10/2020,Canada,Ontario,36,,0
3/11/2020,Canada,Ontario,41,,0
3/12/2020,Canada,Ontario,42,,0
3/13/2020,Canada,Ontario,74,,0
3/14/2020,Canada,Ontario,79,,0
3/15/2020,Canada,Ontario,104,,0
3/16/2020,Canada,Ontario,177,,0
3/17/2020,Canada,Ontario,185,,1
3/18/2020,Canada,Ontario,221,,1
3/19/2020,Canada,Ontario,257,,1
3/20/2020,Canada,Ontario,308,,2
3/21/2020,Canada,Ontario,377,,3
3/22/2020,Canada,Ontario,425,,5
3/23/2020,Canada,Ontario,503,,6
3/24/2020,Canada,Ontario,588,,7
3/25/2020,Canada,Ontario,688,,8
3/26/2020,Canada,Ontario,858,,13
3/27/2020,Canada,Ontario,994,,18
3/28/2020,Canada,Ontario,1144,,18
3/29/2020,Canada,Ontario,1355,,21
3/30/2020,Canada,Ontario,1706,,31
3/31/2020,Canada,Ontario,1966,,33
4/1/2020,Canada,Ontario,2392,,37
1/22/2020,Canada,Prince Edward Island,0,,0
1/23/2020,Canada,Prince Edward Island,0,,0
1/24/2020,Canada,Prince Edward Island,0,,0
1/25/2020,Canada,Prince Edward Island,0,,0
1/26/2020,Canada,Prince Edward Island,0,,0
1/27/2020,Canada,Prince Edward Island,0,,0
1/28/2020,Canada,Prince Edward Island,0,,0
1/29/2020,Canada,Prince Edward Island,0,,0
1/30/2020,Canada,Prince Edward Island,0,,0
1/31/2020,Canada,Prince Edward Island,0,,0
2/1/2020,Canada,Prince Edward Island,0,,0
2/2/2020,Canada,Prince Edward Island,0,,0
2/3/2020,Canada,Prince Edward Island,0,,0
2/4/2020,Canada,Prince Edward Island,0,,0
2/5/2020,Canada,Prince Edward Island,0,,0
2/6/2020,Canada,Prince Edward Island,0,,0
2/7/2020,Canada,Prince Edward Island,0,,0
2/8/2020,Canada,Prince Edward Island,0,,0
2/9/2020,Canada,Prince Edward Island,0,,0
2/10/2020,Canada,Prince Edward Island,0,,0
2/11/2020,Canada,Prince Edward Island,0,,0
2/12/2020,Canada,Prince Edward Island,0,,0
2/13/2020,Canada,Prince Edward Island,0,,0
2/14/2020,Canada,Prince Edward Island,0,,0
2/15/2020,Canada,Prince Edward Island,0,,0
2/16/2020,Canada,Prince Edward Island,0,,0
2/17/2020,Canada,Prince Edward Island,0,,0
2/18/2020,Canada,Prince Edward Island,0,,0
2/19/2020,Canada,Prince Edward Island,0,,0
2/20/2020,Canada,Prince Edward Island,0,,0
2/21/2020,Canada,Prince Edward Island,0,,0
2/22/2020,Canada,Prince Edward Island,0,,0
2/23/2020,Canada,Prince Edward Island,0,,0
2/24/2020,Canada,Prince Edward Island,0,,0
2/25/2020,Canada,Prince Edward Island,0,,0
2/26/2020,Canada,Prince Edward Island,0,,0
2/27/2020,Canada,Prince Edward Island,0,,0
2/28/2020,Canada,Prince Edward Island,0,,0
2/29/2020,Canada,Prince Edward Island,0,,0
3/1/2020,Canada,Prince Edward Island,0,,0
3/2/2020,Canada,Prince Edward Island,0,,0
3/3/2020,Canada,Prince Edward Island,0,,0
3/4/2020,Canada,Prince Edward Island,0,,0
3/5/2020,Canada,Prince Edward Island,0,,0
3/6/2020,Canada,Prince Edward Island,0,,0
3/7/2020,Canada,Prince Edward Island,0,,0
3/8/2020,Canada,Prince Edward Island,0,,0
3/9/2020,Canada,Prince Edward Island,0,,0
3/10/2020,Canada,Prince Edward Island,0,,0
3/11/2020,Canada,Prince Edward Island,0,,0
3/12/2020,Canada,Prince Edward Island,0,,0
3/13/2020,Canada,Prince Edward Island,0,,0
3/14/2020,Canada,Prince Edward Island,0,,0
3/15/2020,Canada,Prince Edward Island,1,,0
3/16/2020,Canada,Prince Edward Island,1,,0
3/17/2020,Canada,Prince Edward Island,1,,0
3/18/2020,Canada,Prince Edward Island,1,,0
3/19/2020,Canada,Prince Edward Island,2,,0
3/20/2020,Canada,Prince Edward Island,2,,0
3/21/2020,Canada,Prince Edward Island,2,,0
3/22/2020,Canada,Prince Edward Island,3,,0
3/23/2020,Canada,Prince Edward Island,3,,0
3/24/2020,Canada,Prince Edward Island,3,,0
3/25/2020,Canada,Prince Edward Island,5,,0
3/26/2020,Canada,Prince Edward Island,5,,0
3/27/2020,Canada,Prince Edward Island,9,,0
3/28/2020,Canada,Prince Edward Island,11,,0
3/29/2020,Canada,Prince Edward Island,11,,0
3/30/2020,Canada,Prince Edward Island,18,,0
3/31/2020,Canada,Prince Edward Island,21,,0
4/1/2020,Canada,Prince Edward Island,21,,0
1/22/2020,Canada,Quebec,0,,0
1/23/2020,Canada,Quebec,0,,0
1/24/2020,Canada,Quebec,0,,0
1/25/2020,Canada,Quebec,0,,0
1/26/2020,Canada,Quebec,0,,0
1/27/2020,Canada,Quebec,0,,0
1/28/2020,Canada,Quebec,0,,0
1/29/2020,Canada,Quebec,0,,0
1/30/2020,Canada,Quebec,0,,0
1/31/2020,Canada,Quebec,0,,0
2/1/2020,Canada,Quebec,0,,0
2/2/2020,Canada,Quebec,0,,0
2/3/2020,Canada,Quebec,0,,0
2/4/2020,Canada,Quebec,0,,0
2/5/2020,Canada,Quebec,0,,0
2/6/2020,Canada,Quebec,0,,0
2/7/2020,Canada,Quebec,0,,0
2/8/2020,Canada,Quebec,0,,0
2/9/2020,Canada,Quebec,0,,0
2/10/2020,Canada,Quebec,0,,0
2/11/2020,Canada,Quebec,0,,0
2/12/2020,Canada,Quebec,0,,0
2/13/2020,Canada,Quebec,0,,0
2/14/2020,Canada,Quebec,0,,0
2/15/2020,Canada,Quebec,0,,0
2/16/2020,Canada,Quebec,0,,0
2/17/2020,Canada,Quebec,0,,0
2/18/2020,Canada,Quebec,0,,0
2/19/2020,Canada,Quebec,0,,0
2/20/2020,Canada,Quebec,0,,0
2/21/2020,Canada,Quebec,0,,0
2/22/2020,Canada,Quebec,0,,0
2/23/2020,Canada,Quebec,0,,0
2/24/2020,Canada,Quebec,0,,0
2/25/2020,Canada,Quebec,0,,0
2/26/2020,Canada,Quebec,0,,0
2/27/2020,Canada,Quebec,0,,0
2/28/2020,Canada,Quebec,1,,0
2/29/2020,Canada,Quebec,1,,0
3/1/2020,Canada,Quebec,1,,0
3/2/2020,Canada,Quebec,1,,0
3/3/2020,Canada,Quebec,1,,0
3/4/2020,Canada,Quebec,1,,0
3/5/2020,Canada,Quebec,2,,0
3/6/2020,Canada,Quebec,2,,0
3/7/2020,Canada,Quebec,3,,0
3/8/2020,Canada,Quebec,4,,0
3/9/2020,Canada,Quebec,4,,0
3/10/2020,Canada,Quebec,4,,0
3/11/2020,Canada,Quebec,8,,0
3/12/2020,Canada,Quebec,9,,0
3/13/2020,Canada,Quebec,17,,0
3/14/2020,Canada,Quebec,17,,0
3/15/2020,Canada,Quebec,24,,0
3/16/2020,Canada,Quebec,50,,0
3/17/2020,Canada,Quebec,74,,0
3/18/2020,Canada,Quebec,94,,0
3/19/2020,Canada,Quebec,121,,1
3/20/2020,Canada,Quebec,139,,1
3/21/2020,Canada,Quebec,181,,5
3/22/2020,Canada,Quebec,219,,4
3/23/2020,Canada,Quebec,628,,4
3/24/2020,Canada,Quebec,1013,,4
3/25/2020,Canada,Quebec,1342,,6
3/26/2020,Canada,Quebec,1632,,8
3/27/2020,Canada,Quebec,2024,,18
3/28/2020,Canada,Quebec,2498,,22
3/29/2020,Canada,Quebec,2840,,22
3/30/2020,Canada,Quebec,3430,,22
3/31/2020,Canada,Quebec,4162,,31
4/1/2020,Canada,Quebec,4611,,33
1/22/2020,Canada,Recovery aggregated,,0,
1/23/2020,Canada,Recovery aggregated,,0,
1/24/2020,Canada,Recovery aggregated,,0,
1/25/2020,Canada,Recovery aggregated,,0,
1/26/2020,Canada,Recovery aggregated,,0,
1/27/2020,Canada,Recovery aggregated,,0,
1/28/2020,Canada,Recovery aggregated,,0,
1/29/2020,Canada,Recovery aggregated,,0,
1/30/2020,Canada,Recovery aggregated,,0,
1/31/2020,Canada,Recovery aggregated,,0,
2/1/2020,Canada,Recovery aggregated,,0,
2/2/2020,Canada,Recovery aggregated,,0,
2/3/2020,Canada,Recovery aggregated,,0,
2/4/2020,Canada,Recovery aggregated,,0,
2/5/2020,Canada,Recovery aggregated,,0,
2/6/2020,Canada,Recovery aggregated,,0,
2/7/2020,Canada,Recovery aggregated,,0,
2/8/2020,Canada,Recovery aggregated,,0,
2/9/2020,Canada,Recovery aggregated,,0,
