Province_State,Country,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key
California,US,4/1/2020 21:58,38.26827353,-121.9357113,49,0,0,0,"Solano, California, US"
Maine,US,4/1/2020 21:58,45.51229767,-69.95995554,1,0,0,0,"Somerset, Maine, US"
Maryland,US,4/1/2020 21:58,38.1163542,-75.75118623,4,0,0,0,"Somerset, Maryland, US"
New Jersey,US,4/1/2020 21:58,40.56465737,-74.61683016,472,15,0,0,"Somerset, New Jersey, US"
Pennsylvania,US,4/1/2020 21:58,39.97172723,-79.02699593,3,0,0,0,"Somerset, Pennsylvania, US"
California,US,4/1/2020 21:58,38.52746429,-122.8862506,78,2,0,0,"Sonoma, California, US"
Virginia,US,4/1/2020 21:58,36.72231125,-77.10642712,1,0,0,0,"Southampton, Virginia, US"
Georgia,US,4/1/2020 21:58,33.26310031,-84.28013991,16,0,0,0,"Spalding, Georgia, US"
South Carolina,US,4/1/2020 21:58,34.92960077,-81.99225984,45,0,0,0,"Spartanburg, South Carolina, US"
Kentucky,US,4/1/2020 21:58,38.03223971,-85.32749335,2,0,0,0,"Spencer, Kentucky, US"
Washington,US,4/1/2020 21:58,47.62113146,-117.4046494,158,5,0,0,"Spokane, Washington, US"
Virginia,US,4/1/2020 21:58,38.18574462,-77.655399,8,0,0,0,"Spotsylvania, Virginia, US"
Louisiana,US,4/1/2020 21:58,29.87761636,-89.51887093,94,3,0,0,"St. Bernard, Louisiana, US"
Louisiana,US,4/1/2020 21:58,29.90709658,-90.35555967,82,7,0,0,"St. Charles, Louisiana, US"
Missouri,US,4/1/2020 21:58,38.77875681,-90.66662425,93,2,0,0,"St. Charles, Missouri, US"
Alabama,US,4/1/2020 21:58,33.71902176,-86.31029372,18,0,0,0,"St. Clair, Alabama, US"
Illinois,US,4/1/2020 21:58,38.46996033,-89.93063427,53,2,0,0,"St. Clair, Illinois, US"
Michigan,US,4/1/2020 21:58,42.92655373,-82.67937954,41,0,0,0,"St. Clair, Michigan, US"
Wisconsin,US,4/1/2020 21:58,45.03437474,-92.45000068,6,0,0,0,"St. Croix, Wisconsin, US"
Arkansas,US,4/1/2020 21:58,35.02201976,-90.74828138,1,0,0,0,"St. Francis, Arkansas, US"
Missouri,US,4/1/2020 21:58,37.81214171,-90.47598685,6,0,0,0,"St. Francois, Missouri, US"
Louisiana,US,4/1/2020 21:58,30.82210324,-90.71013176,1,0,0,0,"St. Helena, Louisiana, US"
Louisiana,US,4/1/2020 21:58,30.02531716,-90.80212061,86,4,0,0,"St. James, Louisiana, US"
Louisiana,US,4/1/2020 21:58,30.12597499,-90.4753503,118,13,0,0,"St. John the Baptist, Louisiana, US"
Florida,US,4/1/2020 21:58,29.90096506,-81.43589967,83,2,0,0,"St. Johns, Florida, US"
Indiana,US,4/1/2020 21:58,41.61756781,-86.29040834,57,1,0,0,"St. Joseph, Indiana, US"
Michigan,US,4/1/2020 21:58,41.91441767,-85.52797979,5,0,0,0,"St. Joseph, Michigan, US"
Louisiana,US,4/1/2020 21:58,30.59724262,-92.00135806,45,1,0,0,"St. Landry, Louisiana, US"
New York,US,4/1/2020 21:58,44.4976179,-75.06550039,34,0,0,0,"St. Lawrence, New York, US"
Minnesota,US,4/1/2020 21:58,47.6048407,-92.46879855,13,0,0,0,"St. Louis, Minnesota, US"
Missouri,US,4/1/2020 21:58,38.6377004,-90.4458375,605,3,0,0,"St. Louis, Missouri, US"
Missouri,US,4/1/2020 21:58,38.63555736,-90.24349225,195,1,0,0,"St. Louis City, Missouri, US"
Florida,US,4/1/2020 21:58,27.37763908,-80.47106649,40,2,0,0,"St. Lucie, Florida, US"
Louisiana,US,4/1/2020 21:58,30.13112107,-91.61403569,41,3,0,0,"St. Martin, Louisiana, US"
Louisiana,US,4/1/2020 21:58,29.69262097,-91.44702164,26,0,0,0,"St. Mary, Louisiana, US"
Maryland,US,4/1/2020 21:58,38.30058422,-76.6062928,19,0,0,0,"St. Mary's, Maryland, US"
Louisiana,US,4/1/2020 21:58,30.40942847,-89.95642711,270,6,0,0,"St. Tammany, Louisiana, US"
Kansas,US,4/1/2020 21:58,38.03100851,-98.71762001,1,0,0,0,"Stafford, Kansas, US"
Virginia,US,4/1/2020 21:58,38.41758738,-77.45917053,28,0,0,0,"Stafford, Virginia, US"
California,US,4/1/2020 21:58,37.55862499,-120.9970722,39,0,0,0,"Stanislaus, California, US"
North Carolina,US,4/1/2020 21:58,35.31647813,-80.25093221,5,0,0,0,"Stanly, North Carolina, US"
North Dakota,US,4/1/2020 21:58,46.80851182,-102.6576326,14,0,0,0,"Stark, North Dakota, US"
Ohio,US,4/1/2020 21:58,40.81482476,-81.36437305,52,3,0,0,"Stark, Ohio, US"
Indiana,US,4/1/2020 21:58,41.27890281,-86.64686895,1,0,0,0,"Starke, Indiana, US"
Texas,US,4/1/2020 21:58,26.56150059,-98.73892358,4,0,0,0,"Starr, Texas, US"
Missouri,US,4/1/2020 21:58,37.89090059,-90.1949941,3,0,0,0,"Ste. Genevieve, Missouri, US"
Minnesota,US,4/1/2020 21:58,45.55192576,-94.61078221,5,0,0,0,"Stearns, Minnesota, US"
Minnesota,US,4/1/2020 21:58,44.02240351,-93.22627088,6,0,0,0,"Steele, Minnesota, US"
Georgia,US,4/1/2020 21:58,34.55151201,-83.29405315,5,0,0,0,"Stephens, Georgia, US"
Oklahoma,US,4/1/2020 21:58,34.48556989,-97.85141892,6,0,0,0,"Stephens, Oklahoma, US"
Illinois,US,4/1/2020 21:58,42.35129217,-89.662598,3,0,0,0,"Stephenson, Illinois, US"
Indiana,US,4/1/2020 21:58,41.64423868,-85.00101094,2,0,0,0,"Steuben, Indiana, US"
New York,US,4/1/2020 21:58,42.2689144,-77.3829924,38,0,0,0,"Steuben, New York, US"
Kansas,US,4/1/2020 21:58,37.1923008,-101.3118967,1,0,0,0,"Stevens, Kansas, US"
Washington,US,4/1/2020 21:58,48.40035475,-117.8542701,4,0,0,0,"Stevens, Washington, US"
Georgia,US,4/1/2020 21:58,32.07996777,-84.83208037,1,0,0,0,"Stewart, Georgia, US"
Missouri,US,4/1/2020 21:58,36.85571651,-89.9444155,3,0,0,0,"Stoddard, Missouri, US"
North Carolina,US,4/1/2020 21:58,36.4017975,-80.23893369,2,0,0,0,"Stokes, North Carolina, US"
Arkansas,US,4/1/2020 21:58,35.86251946,-92.15684085,5,0,0,0,"Stone, Arkansas, US"
Missouri,US,4/1/2020 21:58,36.75000327,-93.45256475,2,0,0,0,"Stone, Missouri, US"
Iowa,US,4/1/2020 21:58,42.03621213,-93.46499005,4,0,0,0,"Story, Iowa, US"
New Hampshire,US,4/1/2020 21:58,43.291833,-71.02336013,28,0,0,0,"Strafford, New Hampshire, US"
Wyoming,US,4/1/2020 21:58,42.76558279,-109.9130922,1,0,0,0,"Sublette, Wyoming, US"
Massachusetts,US,4/1/2020 21:58,42.3279514,-71.07850442,1624,13,0,0,"Suffolk, Massachusetts, US"
New York,US,4/1/2020 21:58,40.88320119,-72.8012172,7605,53,0,0,"Suffolk, New York, US"
Virginia,US,4/1/2020 21:58,36.70155394,-76.63603554,5,0,0,0,"Suffolk, Virginia, US"
Indiana,US,4/1/2020 21:58,39.08952258,-87.41414469,3,0,0,0,"Sullivan, Indiana, US"
New Hampshire,US,4/1/2020 21:58,43.36094111,-72.22203125,4,0,0,0,"Sullivan, New Hampshire, US"
New York,US,4/1/2020 21:58,41.71579493,-74.76394559,121,1,0,0,"Sullivan, New York, US"
Tennessee,US,4/1/2020 21:58,36.51240691,-82.30412917,17,0,0,0,"Sullivan, Tennessee, US"
Colorado,US,4/1/2020 21:58,39.63803232,-106.1150762,34,0,0,0,"Summit, Colorado, US"
Ohio,US,4/1/2020 21:58,41.12464734,-81.53123079,144,7,0,0,"Summit, Ohio, US"
Utah,US,4/1/2020 21:58,40.86688146,-110.9535882,172,0,0,0,"Summit, Utah, US"
Kansas,US,4/1/2020 21:58,37.23682549,-97.47721621,1,0,0,0,"Sumner, Kansas, US"
Tennessee,US,4/1/2020 21:58,36.46824103,-86.45917204,201,4,0,0,"Sumner, Tennessee, US"
Alabama,US,4/1/2020 21:58,32.59117397,-88.19916205,2,0,0,0,"Sumter, Alabama, US"
Florida,US,4/1/2020 21:58,28.70181754,-82.0794267,52,0,0,0,"Sumter, Florida, US"
Georgia,US,4/1/2020 21:58,32.03650571,-84.19821492,37,2,0,0,"Sumter, Georgia, US"
South Carolina,US,4/1/2020 21:58,33.91826534,-80.37942316,48,2,0,0,"Sumter, South Carolina, US"
Mississippi,US,4/1/2020 21:58,33.60192578,-90.58882684,12,1,0,0,"Sunflower, Mississippi, US"
North Carolina,US,4/1/2020 21:58,36.41689489,-80.69102283,2,0,0,0,"Surry, North Carolina, US"
Virginia,US,4/1/2020 21:58,37.11781893,-76.88450012,1,0,0,0,"Surry, Virginia, US"
Pennsylvania,US,4/1/2020 21:58,41.82147784,-75.80071959,2,0,0,0,"Susquehanna, Pennsylvania, US"
Delaware,US,4/1/2020 21:58,38.66143781,-75.39031349,101,3,0,0,"Sussex, Delaware, US"
New Jersey,US,4/1/2020 21:58,41.13891592,-74.69118243,158,6,0,0,"Sussex, New Jersey, US"
Virginia,US,4/1/2020 21:58,36.92432914,-77.25791182,1,0,0,0,"Sussex, Virginia, US"
California,US,4/1/2020 21:58,39.03417539,-121.6945899,10,0,0,0,"Sutter, California, US"
Florida,US,4/1/2020 21:58,30.19746066,-82.9909967,4,0,0,0,"Suwannee, Florida, US"
Wyoming,US,4/1/2020 21:58,41.65943896,-108.8827882,2,0,0,0,"Sweetwater, Wyoming, US"
Texas,US,4/1/2020 21:58,34.53028891,-101.7349174,1,0,0,0,"Swisher, Texas, US"
Indiana,US,4/1/2020 21:58,38.82767338,-85.03022429,3,0,0,0,"Switzerland, Indiana, US"
Georgia,US,4/1/2020 21:58,32.69642758,-84.53351366,1,0,0,0,"Talbot, Georgia, US"
Maryland,US,4/1/2020 21:58,38.76618159,-76.10882561,4,0,0,0,"Talbot, Maryland, US"
Alabama,US,4/1/2020 21:58,33.37823223,-86.16886178,7,0,0,0,"Talladega, Alabama, US"
Mississippi,US,4/1/2020 21:58,33.95339918,-90.1729398,2,0,0,0,"Tallahatchie, Mississippi, US"
Alabama,US,4/1/2020 21:58,32.86698258,-85.79833053,13,1,0,0,"Tallapoosa, Alabama, US"
Iowa,US,4/1/2020 21:58,42.07991767,-92.53266945,14,0,0,0,"Tama, Iowa, US"
Missouri,US,4/1/2020 21:58,36.65465345,-93.04075153,2,0,0,0,"Taney, Missouri, US"
Louisiana,US,4/1/2020 21:58,30.62888673,-90.40664996,33,2,0,0,"Tangipahoa, Louisiana, US"
New Mexico,US,4/1/2020 21:58,36.58006022,-105.6310198,11,0,0,0,"Taos, New Mexico, US"
Texas,US,4/1/2020 21:58,32.77143818,-97.29101614,288,3,0,0,"Tarrant, Texas, US"
Mississippi,US,4/1/2020 21:58,34.65133709,-89.94485778,11,0,0,0,"Tate, Mississippi, US"
Georgia,US,4/1/2020 21:58,32.04785085,-82.05539188,2,0,0,0,"Tattnall, Georgia, US"
Georgia,US,4/1/2020 21:58,32.55792548,-84.25077141,2,0,0,0,"Taylor, Georgia, US"
Iowa,US,4/1/2020 21:58,40.73710579,-94.69778563,1,0,0,0,"Taylor, Iowa, US"
Kentucky,US,4/1/2020 21:58,37.3677562,-85.3329931,2,0,0,0,"Taylor, Kentucky, US"
Texas,US,4/1/2020 21:58,32.30163422,-99.89007449,14,0,0,0,"Taylor, Texas, US"
Illinois,US,4/1/2020 21:58,40.50716185,-89.51404662,4,0,0,0,"Tazewell, Illinois, US"
Virginia,US,4/1/2020 21:58,37.12191123,-81.56685568,2,0,0,0,"Tazewell, Virginia, US"
Colorado,US,4/1/2020 21:58,38.88133511,-105.1614893,7,1,0,0,"Teller, Colorado, US"
Louisiana,US,4/1/2020 21:58,29.37343766,-90.82626855,55,1,0,0,"Terrebonne, Louisiana, US"
Georgia,US,4/1/2020 21:58,31.77527543,-84.44069698,46,2,0,0,"Terrell, Georgia, US"
Texas,US,4/1/2020 21:58,33.17402785,-102.3354521,4,0,0,0,"Terry, Texas, US"
Idaho,US,4/1/2020 21:58,43.75303583,-111.2056773,2,0,0,0,"Teton, Idaho, US"
Wyoming,US,4/1/2020 21:58,43.93522482,-110.5890801,26,0,0,0,"Teton, Wyoming, US"
Missouri,US,4/1/2020 21:58,37.31728859,-91.96564727,1,0,0,0,"Texas, Missouri, US"
Oklahoma,US,4/1/2020 21:58,36.74777635,-101.4889765,1,0,0,0,"Texas, Oklahoma, US"
Georgia,US,4/1/2020 21:58,30.86392347,-83.91847289,11,0,0,0,"Thomas, Georgia, US"
Washington,US,4/1/2020 21:58,46.9291895,-122.8290656,48,0,0,0,"Thurston, Washington, US"
Georgia,US,4/1/2020 21:58,31.45743864,-83.5236119,24,0,0,0,"Tift, Georgia, US"
Oregon,US,4/1/2020 21:58,45.46248721,-123.712066,3,0,0,0,"Tillamook, Oregon, US"
New York,US,4/1/2020 21:58,42.16852837,-76.30835812,8,0,0,0,"Tioga, New York, US"
Pennsylvania,US,4/1/2020 21:58,41.77255149,-77.25433032,2,0,0,0,"Tioga, Pennsylvania, US"
Mississippi,US,4/1/2020 21:58,34.76872156,-88.90988194,28,2,0,0,"Tippah, Mississippi, US"
Indiana,US,4/1/2020 21:58,40.38872739,-86.89413959,18,1,0,0,"Tippecanoe, Indiana, US"
Indiana,US,4/1/2020 21:58,40.31123252,-86.05234925,5,0,0,0,"Tipton, Indiana, US"
Tennessee,US,4/1/2020 21:58,35.501942,-89.73694895,22,0,0,0,"Tipton, Tennessee, US"
Mississippi,US,4/1/2020 21:58,34.74023475,-88.23917219,1,0,0,0,"Tishomingo, Mississippi, US"
South Dakota,US,4/1/2020 21:58,43.19338568,-100.7195503,1,0,0,0,"Todd, South Dakota, US"
Connecticut,US,4/1/2020 21:58,41.85853803,-72.3308481,61,7,0,0,"Tolland, Connecticut, US"
Texas,US,4/1/2020 21:58,31.40464436,-100.462443,9,0,0,0,"Tom Green, Texas, US"
New York,US,4/1/2020 21:58,42.44945765,-76.47229843,76,0,0,0,"Tompkins, New York, US"
Utah,US,4/1/2020 21:58,40.44862644,-113.1295715,12,0,0,0,"Tooele, Utah, US"
Montana,US,4/1/2020 21:58,48.65577551,-111.6942414,7,3,0,0,"Toole, Montana, US"
Georgia,US,4/1/2020 21:58,32.12059861,-82.32957247,2,0,0,0,"Toombs, Georgia, US"
New Mexico,US,4/1/2020 21:58,34.64048375,-105.8508949,3,0,0,0,"Torrance, New Mexico, US"
North Carolina,US,4/1/2020 21:58,35.20383864,-82.79638423,5,0,0,0,"Transylvania, North Carolina, US"
Minnesota,US,4/1/2020 21:58,45.77298854,-96.47062949,2,0,0,0,"Traverse, Minnesota, US"
Texas,US,4/1/2020 21:58,30.33432034,-97.7853562,244,2,0,0,"Travis, Texas, US"
Georgia,US,4/1/2020 21:58,33.03349196,-85.02812115,19,1,0,0,"Troup, Georgia, US"
Tennessee,US,4/1/2020 21:58,36.39026213,-86.16087954,5,0,0,0,"Trousdale, Tennessee, US"
Ohio,US,4/1/2020 21:58,41.31735028,-80.76109643,58,3,0,0,"Trumbull, Ohio, US"
West Virginia,US,4/1/2020 21:58,39.11240885,-79.57053576,2,0,0,0,"Tucker, West Virginia, US"
California,US,4/1/2020 21:58,36.22026558,-118.8020203,45,1,0,0,"Tulare, California, US"
Oklahoma,US,4/1/2020 21:58,36.11939621,-95.94013939,115,3,0,0,"Tulsa, Oklahoma, US"
Mississippi,US,4/1/2020 21:58,34.64967704,-90.37481167,13,1,0,0,"Tunica, Mississippi, US"
California,US,4/1/2020 21:58,38.02644018,-119.9525093,2,0,0,0,"Tuolumne, California, US"
Georgia,US,4/1/2020 21:58,31.71612656,-83.62069378,4,0,0,0,"Turner, Georgia, US"
South Dakota,US,4/1/2020 21:58,43.3109081,-97.14865776,1,0,0,0,"Turner, South Dakota, US"
Alabama,US,4/1/2020 21:58,33.28726072,-87.52556818,30,0,0,0,"Tuscaloosa, Alabama, US"
Ohio,US,4/1/2020 21:58,40.44214695,-81.47226262,14,0,0,0,"Tuscarawas, Ohio, US"
Michigan,US,4/1/2020 21:58,43.46606813,-83.41897025,11,2,0,0,"Tuscola, Michigan, US"
Georgia,US,4/1/2020 21:58,32.67435595,-83.43078662,2,0,0,0,"Twiggs, Georgia, US"
Idaho,US,4/1/2020 21:58,42.35440512,-114.6685381,7,0,0,0,"Twin Falls, Idaho, US"
Texas,US,4/1/2020 21:58,30.77031716,-94.37690895,1,0,0,0,"Tyler, Texas, US"
Utah,US,4/1/2020 21:58,40.12491499,-109.5174415,1,0,0,0,"Uintah, Utah, US"
New York,US,4/1/2020 21:58,41.89027881,-74.26252104,222,3,0,0,"Ulster, New York, US"
Oregon,US,4/1/2020 21:58,45.59073056,-118.7353826,5,0,0,0,"Umatilla, Oregon, US"
Alabama,US,4/1/2020 21:58,0,0,0,0,0,0,"Unassigned, Alabama, US"
Alaska,US,4/1/2020 21:58,0,0,0,2,0,0,"Unassigned, Alaska, US"
Arizona,US,4/1/2020 21:58,0,0,0,18,0,0,"Unassigned, Arizona, US"
Arkansas,US,4/1/2020 21:58,0,0,44,4,0,0,"Unassigned, Arkansas, US"
California,US,4/1/2020 21:58,0,0,0,1,0,0,"Unassigned, California, US"
Colorado,US,4/1/2020 21:58,0,0,129,1,0,0,"Unassigned, Colorado, US"
Connecticut,US,4/1/2020 21:58,0,0,185,2,0,0,"Unassigned, Connecticut, US"
Florida,US,4/1/2020 21:58,0,0,3,2,0,0,"Unassigned, Florida, US"
Georgia,US,4/1/2020 21:58,0,0,516,2,0,0,"Unassigned, Georgia, US"
Hawaii,US,4/1/2020 21:58,0,0,15,1,0,0,"Unassigned, Hawaii, US"
Illinois,US,4/1/2020 21:58,0,0,28,0,0,0,"Unassigned, Illinois, US"
Iowa,US,4/1/2020 21:58,0,0,0,1,0,0,"Unassigned, Iowa, US"
Kentucky,US,4/1/2020 21:58,0,0,18,3,0,0,"Unassigned, Kentucky, US"
Louisiana,US,4/1/2020 21:58,0,0,28,0,0,0,"Unassigned, Louisiana, US"
Maine,US,4/1/2020 21:58,0,0,6,0,0,0,"Unassigned, Maine, US"
Maryland,US,4/1/2020 21:58,0,0,0,12,0,0,"Unassigned, Maryland, US"
Massachusetts,US,4/1/2020 21:58,0,0,251,9,0,0,"Unassigned, Massachusetts, US"
Michigan,US,4/1/2020 21:58,0,0,142,0,0,0,"Unassigned,Michigan,US"
Minnesota,US,4/1/2020 21:58,0,0,0,8,0,0,"Unassigned, Minnesota, US"
Missouri,US,4/1/2020 21:58,0,0,0,0,0,0,"Unassigned, Missouri, US"
Nebraska,US,4/1/2020 21:58,0,0,3,0,0,0,"Unassigned, Nebraska, US"
Nevada,US,4/1/2020 21:58,0,0,148,0,0,0,"Unassigned, Nevada, US"
New Hampshire,US,4/1/2020 21:58,0,0,0,0,0,0,"Unassigned, New Hampshire, US"
New Jersey,US,4/1/2020 21:58,0,0,4512,0,0,0,"Unassigned, New Jersey, US"
New York,US,4/1/2020 21:58,0,0,0,565,0,0,"Unassigned, New York, US"
Oklahoma,US,4/1/2020 21:58,0,0,0,1,0,0,"Unassigned, Oklahoma, US"
Rhode Island,US,4/1/2020 21:58,0,0,160,10,0,0,"Unassigned, Rhode Island, US"
Tennessee,US,4/1/2020 21:58,0,0,442,11,0,0,"Unassigned, Tennessee, US"
Vermont,US,4/1/2020 21:58,0,0,14,11,0,0,"Unassigned, Vermont, US"
Virginia,US,4/1/2020 21:58,0,0,0,19,0,0,"Unassigned,Virginia,US"
Washington,US,4/1/2020 21:58,0,0,303,0,0,0,"Unassigned, Washington, US"
Wisconsin,US,4/1/2020 21:58,0,0,0,0,0,0,"Unassigned, Wisconsin, US"
Tennessee,US,4/1/2020 21:58,36.10890856,-82.43709629,1,0,0,0,"Unicoi, Tennessee, US"
Arkansas,US,4/1/2020 21:58,33.16887091,-92.59746952,9,0,0,0,"Union, Arkansas, US"
Florida,US,4/1/2020 21:58,30.04412971,-82.37497443,1,0,0,0,"Union, Florida, US"
Kentucky,US,4/1/2020 21:58,37.66166713,-87.94300009,2,0,0,0,"Union, Kentucky, US"
Louisiana,US,4/1/2020 21:58,32.83121059,-92.3749373,11,0,0,0,"Union, Louisiana, US"
Mississippi,US,4/1/2020 21:58,34.49162015,-89.00776006,3,0,0,0,"Union, Mississippi, US"
New Jersey,US,4/1/2020 21:58,40.65835409,-74.30680092,1661,29,0,0,"Union, New Jersey, US"
North Carolina,US,4/1/2020 21:58,34.98960527,-80.52955873,47,0,0,0,"Union, North Carolina, US"
Ohio,US,4/1/2020 21:58,40.30016061,-83.37239023,4,0,0,0,"Union, Ohio, US"
Oregon,US,4/1/2020 21:58,45.30915495,-118.0068979,1,0,0,0,"Union, Oregon, US"
Pennsylvania,US,4/1/2020 21:58,40.96188846,-77.05996014,2,0,0,0,"Union, Pennsylvania, US"
South Carolina,US,4/1/2020 21:58,34.68835752,-81.61730349,3,0,0,0,"Union, South Carolina, US"
South Dakota,US,4/1/2020 21:58,42.83112163,-96.6557828,1,0,0,0,"Union, South Dakota, US"
Tennessee,US,4/1/2020 21:58,36.28590426,-83.83651902,1,0,0,0,"Union, Tennessee, US"
Texas,US,4/1/2020 21:58,32.73706798,-94.93999853,2,0,0,0,"Upshur, Texas, US"
West Virginia,US,4/1/2020 21:58,38.89285061,-80.23689136,1,0,0,0,"Upshur, West Virginia, US"
Georgia,US,4/1/2020 21:58,32.87920671,-84.30024826,5,0,0,0,"Upson, Georgia, US"
Utah,US,4/1/2020 21:58,40.1166722,-111.6657662,70,0,0,0,"Utah, Utah, US"
Texas,US,4/1/2020 21:58,29.35739637,-99.76229172,4,0,0,0,"Uvalde, Texas, US"
Texas,US,4/1/2020 21:58,29.89149232,-101.1525205,5,0,0,0,"Val Verde, Texas, US"
New Mexico,US,4/1/2020 21:58,34.71669834,-106.8103733,5,0,0,0,"Valencia, New Mexico, US"
Idaho,US,4/1/2020 21:58,44.76728382,-115.5676773,2,0,0,0,"Valley, Idaho, US"
Arkansas,US,4/1/2020 21:58,35.58095779,-92.51295036,20,0,0,0,"Van Buren, Arkansas, US"
Iowa,US,4/1/2020 21:58,40.75326764,-91.95017958,2,0,0,0,"Van Buren, Iowa, US"
Michigan,US,4/1/2020 21:58,42.25190229,-86.01939087,10,0,0,0,"Van Buren, Michigan, US"
Ohio,US,4/1/2020 21:58,40.8554138,-84.591117,2,0,0,0,"Van Wert, Ohio, US"
Texas,US,4/1/2020 21:58,32.56483801,-95.83766469,2,1,0,0,"Van Zandt, Texas, US"
North Carolina,US,4/1/2020 21:58,36.36880673,-78.40670845,5,0,0,0,"Vance, North Carolina, US"
Indiana,US,4/1/2020 21:58,38.02658833,-87.58763124,20,0,0,0,"Vanderburgh, Indiana, US"
Pennsylvania,US,4/1/2020 21:58,41.40323442,-79.75845449,3,0,0,0,"Venango, Pennsylvania, US"
California,US,4/1/2020 21:58,34.44465746,-119.0910613,149,5,0,0,"Ventura, California, US"
Louisiana,US,4/1/2020 21:58,29.83517605,-92.30292538,10,1,0,0,"Vermilion, Louisiana, US"
Louisiana,US,4/1/2020 21:58,31.10884837,-93.18153838,6,0,0,0,"Vernon, Louisiana, US"
Texas,US,4/1/2020 21:58,28.79780988,-96.96813006,16,0,0,0,"Victoria, Texas, US"
Indiana,US,4/1/2020 21:58,39.42944561,-87.39169027,8,2,0,0,"Vigo, Indiana, US"
Wisconsin,US,4/1/2020 21:58,46.05467334,-89.51719204,3,0,0,0,"Vilas, Wisconsin, US"
Virginia,US,4/1/2020 21:58,36.73285734,-76.04566934,88,1,0,0,"Virginia Beach, Virginia, US"
Florida,US,4/1/2020 21:58,29.05858895,-81.18263252,80,1,0,0,"Volusia, Florida, US"
Indiana,US,4/1/2020 21:58,40.84704239,-85.79328272,1,0,0,0,"Wabash, Indiana, US"
Minnesota,US,4/1/2020 21:58,44.28424356,-92.23121312,6,0,0,0,"Wabasha, Minnesota, US"
Oklahoma,US,4/1/2020 21:58,35.96024096,-95.51911308,15,2,0,0,"Wagoner, Oklahoma, US"
North Carolina,US,4/1/2020 21:58,35.78879266,-78.65249174,213,0,0,0,"Wake, North Carolina, US"
Florida,US,4/1/2020 21:58,30.16548905,-84.39895211,1,0,0,0,"Wakulla, Florida, US"
Maine,US,4/1/2020 21:58,44.4858305,-69.12061935,2,0,0,0,"Waldo, Maine, US"
Alabama,US,4/1/2020 21:58,33.80270512,-87.30027177,32,0,0,0,"Walker, Alabama, US"
Georgia,US,4/1/2020 21:58,34.73376362,-85.30165174,2,0,0,0,"Walker, Georgia, US"
Texas,US,4/1/2020 21:58,30.73872995,-95.57440968,5,0,0,0,"Walker, Texas, US"
Washington,US,4/1/2020 21:58,46.23040051,-118.4775539,7,0,0,0,"Walla Walla, Washington, US"
Texas,US,4/1/2020 21:58,30.01058447,-95.99011759,3,0,0,0,"Waller, Texas, US"
Oregon,US,4/1/2020 21:58,45.57894064,-117.183538,1,0,0,0,"Wallowa, Oregon, US"
North Dakota,US,4/1/2020 21:58,48.36876964,-97.72574783,1,0,0,0,"Walsh, North Dakota, US"
Mississippi,US,4/1/2020 21:58,31.14971548,-90.10446654,7,0,0,0,"Walthall, Mississippi, US"
Florida,US,4/1/2020 21:58,30.64204028,-86.16935664,18,0,0,0,"Walton, Florida, US"
Georgia,US,4/1/2020 21:58,33.78017694,-83.73552314,12,0,0,0,"Walton, Georgia, US"
Wisconsin,US,4/1/2020 21:58,42.66858202,-88.54163073,12,0,0,0,"Walworth, Wisconsin, US"
Iowa,US,4/1/2020 21:58,41.03064984,-92.40954728,1,0,0,0,"Wapello, Iowa, US"
North Dakota,US,4/1/2020 21:58,48.22390169,-101.5436763,12,0,0,0,"Ward, North Dakota, US"
Georgia,US,4/1/2020 21:58,31.05449097,-82.42224148,10,1,0,0,"Ware, Georgia, US"
Georgia,US,4/1/2020 21:58,33.41146451,-82.67795848,4,0,0,0,"Warren, Georgia, US"
Indiana,US,4/1/2020 21:58,40.34728141,-87.35602659,2,1,0,0,"Warren, Indiana, US"
Iowa,US,4/1/2020 21:58,41.33559454,-93.56007641,4,0,0,0,"Warren, Iowa, US"
Kentucky,US,4/1/2020 21:58,36.99903045,-86.42672751,13,0,0,0,"Warren, Kentucky, US"
Mississippi,US,4/1/2020 21:58,32.35810271,-90.83352619,2,0,0,0,"Warren, Mississippi, US"
Missouri,US,4/1/2020 21:58,38.76529479,-91.16124662,6,0,0,0,"Warren, Missouri, US"
New Jersey,US,4/1/2020 21:58,40.85951833,-74.99556527,96,3,0,0,"Warren, New Jersey, US"
New York,US,4/1/2020 21:58,43.56173026,-73.8433699,18,0,0,0,"Warren, New York, US"
Ohio,US,4/1/2020 21:58,39.42581994,-84.16557457,23,0,0,0,"Warren, Ohio, US"
Pennsylvania,US,4/1/2020 21:58,41.81304978,-79.26969577,1,0,0,0,"Warren, Pennsylvania, US"
Tennessee,US,4/1/2020 21:58,35.6728299,-85.77969117,1,0,0,0,"Warren, Tennessee, US"
Virginia,US,4/1/2020 21:58,38.90847745,-78.20280433,3,0,0,0,"Warren, Virginia, US"
Indiana,US,4/1/2020 21:58,38.08922676,-87.2716085,8,0,0,0,"Warrick, Indiana, US"
Utah,US,4/1/2020 21:58,40.33110236,-111.1691419,50,0,0,0,"Wasatch, Utah, US"
Oregon,US,4/1/2020 21:58,45.16292781,-121.1670954,7,0,0,0,"Wasco, Oregon, US"
Minnesota,US,4/1/2020 21:58,44.02211116,-93.58720034,3,0,0,0,"Waseca, Minnesota, US"
Wyoming,US,4/1/2020 21:58,43.90451606,-107.680187,1,0,0,0,"Washakie, Wyoming, US"
